cid,text,time,author,channel,votes,photo,heart,reply,time_parsed,channel
UgxEjwYd6svpOJDAqNh4AaABAg,"Que falta de educación del general Sandoval, al estar  platicando con sus vecinos mientras le hablan a él......😡",hace 1 día,Gloria Sapién,UC793_TjC8DhNGk1cRhW7Bzw,0,https://yt3.ggpht.com/ytc/AMLnZu8Zw_iCTkyQORsT4tgWPyAPvKNDwgSAk3K8Qg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303297,1
Ugz3mwxehQkyk3FJzvd4AaABAg,Muy bien Sr. German!!!  se fijaron como el GATO militar del kks se hacia p3nd3jo platicando con las de al lado???,hace 1 día,Juan Maldonado,UCP5l_Mp14JKn7fXE7wOxm9A,0,https://yt3.ggpht.com/ytc/AMLnZu9w1aRPpK46_9ugcBYf-Q6BZN4Qh9iZcnSJjx33iw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303297,1
UgyiTTmzV4_XbMzXtEd4AaABAg,Senador. Mi Respeto más incondicional.,hace 1 día,Rafael Rodríguez Bautista,UC-N5_HYHNiNeaU1vSaeTiDg,0,https://yt3.ggpht.com/ytc/AMLnZu_fr99gB6wEEPxa6LjgAAcfeRh6iZwoxVnndg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303297,1
UgxaX1OCVWyUnkK6DHZ4AaABAg,"Que pantalones, que buen discurso y cuanta verdad!!!!!. Bravo.",hace 1 día,Antonio Espinosa,UCKULMVeXNst97NzaRhwcLjA,3,https://yt3.ggpht.com/ytc/AMLnZu857_bt3tPd7ZpcdlD1UYAo4Im2KJMGp4VR03AJa9UnS9oGIQH8ElEC3Vz6v-5x=s176-c-k-c0x00ffffff-no-rj,false,false,1666303297,1
UgzW8PLyrNNienpQccF4AaABAg,"Pero al Gral. Le vale madre, se la paso hablando con las dos Sras. Que están a su lado y tomando café…",hace 1 día,Francisco J Hernandez,UCcmLSLnOxxUjZDOzpCQlIjQ,1,https://yt3.ggpht.com/ytc/AMLnZu_UjUfKGz4ucIL1LSzeBmDFyIP1Lt_Lfd-7S_qt7v3Xx1whEGIfcxotcH2SI_nL=s176-c-k-c0x00ffffff-no-rj,false,false,1666303297,1
UgyfksS_dAxp9TNIjsN4AaABAg,Hombres como el senador Germán se respetan por sus principios no por el cargo que ostenta. Está es una forma de demostrar los valores del que nos heredaron los héroes de la independencia,hace 1 día,Victor Matus,UCaPOeaQJqe-OKrOta_ctN8Q,2,https://yt3.ggpht.com/ytc/AMLnZu_MlvnKMMXeeyUhlftONU_Z83004ZiykE1ZJgifKdy87B9gWQ8gb2fSLdvfyf-M=s176-c-k-c0x00ffffff-no-rj,false,false,1666303297,1
Ugx6U_IBJG4NBjzvegV4AaABAg,"Así, de frente "" señor"" Sandoval!!",hace 1 día,Tere Aris,UCeU2ZE3-AzWtAH2JcnVvxig,6,https://yt3.ggpht.com/ytc/AMLnZu94i6yFmtuHrDedB4ibpM6-oINu48SIwTjcn0QJqA=s176-c-k-c0x00ffffff-no-rj,false,false,1666303297,1
UgzHaH1rIy1xPnI70jl4AaABAg,"Pinch3 falta de respeto del ""militarcito"" este, valiendole v3rg4 todo....AHÍ ESTA EL LÍDER, SU EJÉRCITO DE 3 VAROS...MÉXICO.",hace 1 día,Alex Rocker,UCB4VqkugGocYSkoK1wZpIiQ,0,https://yt3.ggpht.com/ytc/AMLnZu-geYBvLgiw_SvZ_8gQU5biMMFVB8cFGweaWG2Apg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303297,1
UgzURBZSHAan_-9VeO94AaABAg,Llore de emoción con sus palabras...VIVA MÉXICO Y SU PUEBLO  MEXICANO!!!!! ❣️,hace 1 día,Alma Peralta,UCEj9-R3xBEg2RDQXECBZ4AQ,228,https://yt3.ggpht.com/ytc/AMLnZu8d751aoCYCVcffc-v24RBO8LKVAHSN0bf1Qdo9=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgzbGoFbS--xyyAUsJN4AaABAg,Bravo!!!!,hace 1 día,Cecilia Pego,UCR9kBZh11kjSrZai1oHPiRA,5,https://yt3.ggpht.com/ytc/AMLnZu-iHWlR5l8sC-UeoNOMy20qgN3lHRBt55uf0vXFgQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgyR_ZJ8ZY32l17mfFZ4AaABAg,"Totalmente de acuerdo con el senador pero todo este desmadre lo origina el rey del cash, nunca se habían dado estos incidentes con ningún presidente anterior",hace 1 día,Jesús Macías,UCZr9K3CEm8S9AfmrhqqXlIg,0,https://yt3.ggpht.com/ytc/AMLnZu8qqNkd2c1wfaNYgGTmN67Kc22m5CRtZtkFyQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
Ugyj_EE1Vw9dNaVd3o54AaABAg,"Esos son huevos 
Lo que a muchos senadores les falta sobre todo a el presidente6del PRI Alegandro  Moreno",hace 1 día,Jose Benavides,UCZpathHpq1GfGiKtFEnqe_A,0,https://yt3.ggpht.com/ytc/AMLnZu__WSo8miryGCTnMfwYPwX4wFqORMMN7wK3Lg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgyXquV7lwfgEXSDKlN4AaABAg,Gerardo Martinez un senador con muchos pantalones me gusta para presidente,hace 1 día,Marco Gómez,UCSaNlSxCxNeo6_F4D8ZvGzA,0,https://yt3.ggpht.com/ytc/AMLnZu-83ZR2L3fLH9rio5tp8ceB0sEqtUxcl4orLg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
Ugwk9C2kJVDYSjSAHBh4AaABAg,CREO QUE A CRESCENCIO SANDOVAL HASTA SE LE CAYERON LAS ENAGUAS.,hace 1 día (editado),antelmo cabrera fernández,UCEf1T3LJypADZV8VCEU99wg,4,https://yt3.ggpht.com/ytc/AMLnZu_EXtIsZi3FU86SAOGMkkKk5lwERyu_XvJmBQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
Ugw5VQjmy-QdlPP3msh4AaABAg,Dos ablausos para este gran senador. Mis respetos. Y lo propongo para presidente en el 24. Tiene la talla es lo que se necesita para meter a la cárcel al habitante de palacio nal.,hace 1 día,Antonio Ramirez,UCCpoe8Q20CSwR62wMxqYtCA,0,https://yt3.ggpht.com/ytc/AMLnZu8DdzWX632HXGkSHlgSAKX2ponnU1yyEfiPuQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
Ugyv4VXbT8ToM8Ivln94AaABAg,"de que chingados sirve que vaya el pndejo del general si ni los pela, el pendejo atras echando chisme y el que habla ni siquiera lo ve a los ojos, deben cambiar el formato para que se vean de frente y se digan las cosas a los ojos y el otro ponga atencion y no este platicando con el de a lado",hace 1 día,Roco Trueworld,UCh8eJmphS7UiPVNhGoZB0JQ,0,https://yt3.ggpht.com/ytc/AMLnZu-3xFuYs-n2CYcxQWbE6qMt8uuTOD-5Kgu9rvan=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
Ugz3UuerEEy8k9H7lI14AaABAg,"Pobres panistas bobos, se juntan aqui todos muertos de hambre por consenso y aplauden a este tipo que les lava el coco repitiendo lo que uds quieren oir para seguir lucrando con su triste esperanza, estan el el hoyo y cavando pobres panistas tristes",hace 1 día,Hugo Arturo Dueñas Sánchez,UCzpoDAPHhbhuBbpNMkKjCMA,0,https://yt3.ggpht.com/ytc/AMLnZu9YtZYEt85IVf3S3d7-xUJv9d0x0bGSP0J_7Q=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgwViw-VZm9vdiWf0F54AaABAg,Ante esas palabras no sintió vergüenza general porque si tuviera dignidad que creo no la conoce ya ubiera renunciado a tan alto cargo .felicidades senador hermano Martínez por algo renunció a moren,hace 1 día,Jorge alberto Mayoral Maya,UClJrgFfkKbiODfdDL3almwQ,0,https://yt3.ggpht.com/ytc/AMLnZu-_XPbKk_SIfJBdGfoP_nlggbwOw1-rCUg4Fw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgzHl4Ur_gXIcMhxL5l4AaABAg,"Bien, muy bien excelente orador!",hace 1 día,Bonis HF,UCRc8RuPsV_JLBzOOTaxyaxw,6,https://yt3.ggpht.com/ytc/AMLnZu8oaE2dY66S3dUGB7WYZ5Am_t4AKlfop-cAi5h9=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgxkfyjqAV-ZEbGzXiJ4AaABAg,Mire sr. Lic. Si ud. Mexicano no robaria a la patria como la esta robando pues su trabajo deja muchoooooooo,hace 1 día,Vicente Calderon,UCovR_zjDDEYtDmqvMiZzZ8g,0,https://yt3.ggpht.com/ytc/AMLnZu9cneOCsIi7dJBU248060KZCSoUwECb6tpiXQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgxbAiAziNbDeAZ5_Hp4AaABAg,👋👋👋👋👋👋👋👋👋👋,hace 1 día,Esther Reyes,UC3Q8uhE8-sGT3FymewTOKUA,0,https://yt3.ggpht.com/ytc/AMLnZu8JRhqVpWxPu8JCII0LF-AQMonlTBJ5ZI9-DglRnEw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgyDUpT98QxzgHXRTeR4AaABAg,Vieron q atención pone este gral?? Se la paso chapoteando con la de alado y su cel..,hace 1 día,Pedro Sánchez,UC1DgGGPzuP0_ile6SU2uNoA,0,https://yt3.ggpht.com/ytc/AMLnZu9yHjVMXii63MnDDBIkoWA71UHGY3hHk4eG1A=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgzYgRSVSOAXZZnU3ip4AaABAg,"CHENCHO es otro florero de el KKS,el lo puso de secretario títere,ya que CHENCHO no estaba en el escalafón para ser secretario de la defensa,según el ejército era como el número 9 o 10,en una lista de 10 generales.🤮😁😲💩",hace 1 día,lobo solitario,UCuoRmggerk0MgitGZqKuqBA,0,https://yt3.ggpht.com/ytc/AMLnZu_DUfJK64CUeO2O5BQQjGTELfke07_epJ3q_5up6bMazIAFE2j494ZVfLO_uPI4=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgyQJLcxJJuYQrD8DRF4AaABAg,😂😂😂😂😂😂,hace 1 día,Rosa Sanchez Hernandez,UCcpj5Hp3KA0KukVXzNj7UFg,0,https://yt3.ggpht.com/ytc/AMLnZu_j5BtseG4a6WktR_iuVYizya3dC7gt8HTyVauvRyCVbUOsP9GTdc5gRqVAsCPM=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgziEF4loCgSg_ErmwN4AaABAg,German Martínez. Chaquetero. Chapulín. Sinverguenza,hace 1 día,Carlos Gómez,UCMjvgUiyN_E5UbkgM9b8AsA,0,https://yt3.ggpht.com/ytc/AMLnZu8is-W9PakYO0KEhEExU_DLor4M1Lg8Xw9tWQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgwJCwIC5A-5Fzf_xXJ4AaABAg,"Felicidades Diputado Germán, es Usted un hombre muy valiente..",hace 1 día,Leticia Medina,UCwnEMhkl2jWgrKDrw06xAGQ,4,https://yt3.ggpht.com/ytc/AMLnZu8mWXK1oqSShMJFFfZnr0H4XP7mftFYTdiYuA=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
Ugy2m348QvBB6hcJHVJ4AaABAg,Por el Honor de México....que recuerde el Ejército esas palabras!!!....,hace 1 día,Maria Luisa Fernández González,UC7VyssbZLL1AcJvIiMOYmzQ,20,https://yt3.ggpht.com/ytc/AMLnZu8IRHsG1h7LjEidfFBUTfSDoVDutUzF_YsvCHruYxQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgxCmOzEuiAoGUtC4EJ4AaABAg,"Iba bien, hasta que mostró que desconoce la historia y solo sabe lo que los mismos políticos han querido contar.",hace 1 día,Juan Mendoza,UCD3Pon66LrhRkLZpov4YAxQ,0,https://yt3.ggpht.com/ytc/AMLnZu9KcPSgwdRNjzo7hDesMCMilyso5-uHNOjb_w1G=s176-c-k-c0x00ffffff-no-rj,false,false,1666303298,1
UgzURBZSHAan_-9VeO94AaABAg.9hO8GRCOa7C9hOZfPyWLNJ,"Yo no soy mexicana, pero al escuchar al Senador hablar hasta lloré,  admiro tanto a este senador",hace 1 día,Maria Eugenia Espinosa,UCPw-6Xnffy-04dk6OZLqF1w,9,https://yt3.ggpht.com/ytc/AMLnZu8HXj6RdHTJNa8L9KS-iIQcXS4uS4qn0SUhPJz5eA=s176-c-k-c0x00ffffff-no-rj,false,true,1666303298,1
UgzURBZSHAan_-9VeO94AaABAg.9hO8GRCOa7C9hOsJudQIvb,Libres,hace 1 día,Arturo Rubio,UC6XUTrzo4YgYZlQaPtVF57Q,6,https://yt3.ggpht.com/ytc/AMLnZu_9dO0bgtePVwK9bZLbfSNoPNFybbpyVtFV6A=s176-c-k-c0x00ffffff-no-rj,false,true,1666303298,1
UgzURBZSHAan_-9VeO94AaABAg.9hO8GRCOa7C9hQnhbJ00sr,La recta final de discurso me enchino la piel y se me salio una lagrima... Bien senador german,hace 20 horas,Martin Corona,UCHxIqyYqW3vFb6cE-4vBLrg,2,https://yt3.ggpht.com/ytc/AMLnZu_GbnovBh35-CN83ga3AZ06R2ELWOPmJkBUYQ=s176-c-k-c0x00ffffff-no-rj,false,true,1666317698,1
UgzcYr5h_tR6t31Q4LF4AaABAg,"Excelente discurso, muchas felicidades Lic Germán Martínez, esperemos que le haya entrado por donde Dios manda, 👏👏👏👏👏👏👏👏👏👏👏👏",hace 1 día,hector santiago,UCxeVKzibPaPPfY_h4pbhg-g,0,https://yt3.ggpht.com/ytc/AMLnZu9BNJ-sJ_YbKsfTygSjWWASl1yCYdL4wdqauw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
Ugwu6-HmjEKx6gtc-CV4AaABAg,"Bravo, así se le habla contra los represores",hace 1 día,Ricardo Feregrino,UCxxt7E7XfweixILYe7bL-Cg,0,https://yt3.ggpht.com/ytc/AMLnZu9tRPwnv0Wj5CIHsU3wwfjw3Clv2eVLhwm6i8D3IXnTbmwU2R1WCw1ob8WqWFZw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgxRNbqq7reBK0-ywF94AaABAg,.........................!!!!,hace 1 día,OSCAR ACEVES,UCNbV-yxF6G6xUTp2bHY76Tw,0,https://yt3.ggpht.com/ytc/AMLnZu_frHjqzzuV0PxzSc6e6Dl36A3DvUh3qx5Elw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgxO_CEH37MvSow93m54AaABAg,Y la respuesta del General?,hace 1 día,Ruben O 2,UC1TcD4MB7wswYbArjTajt6w,2,https://yt3.ggpht.com/ytc/AMLnZu_nymacsI7s-60KFVSUy7c8GrilIy1ocVQASLPE2A=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
Ugz3SgQA7m8_RN2bt7N4AaABAg,Si los niños héroes revivieran se morirían d coraje x lo k hace estos militares corruptos traen lis militares descompuestos su brújula los cegó el dinero se creen dueños d pais se han asociado c los delincuentes d morena d cuello blanco y allí van hacen como k la virgen les habla se hacen d la vista gorda p no ver lo k se ve a todas luces vergüenza dan ganas d llorar xk los k nos deberían d proteguer se convirtieron ya en un partido político militar tipo somosa tipo daniel Ortega tipo Nicolás maduro tipo chi jin pin tipo Andrés Manuel López donador,hace 1 día,Maria de jesus Gutierrez,UCnnVOGshFHvEv8cuxcTRSbg,0,https://yt3.ggpht.com/ytc/AMLnZu_1soT_16-Gfzd8Dx_HewVWJiewgaKlVIo5bw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgwzBKi_-Lmy02B7l-h4AaABAg,"De verdad Senador Germán Martínez , mi respeto y admiración por por su conocimiento y entrega al hablar, ya lo escuché cuatro veces y cuantas más sea necesario, que Dios lo bendiga.",hace 1 día,Patricia Enriquez,UC0GdV56kjMJNDDqz7XvI_tA,9,https://yt3.ggpht.com/ytc/AMLnZu_uF4wMtqK-DEqqKjULpNiXGZ_BKy2pn7Ns3g=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgyrLm703irS7TqMzaJ4AaABAg,Exelente German.,hace 1 día,luis armenta,UC2lgjEGwT3-yHUySe8DuPZg,7,https://yt3.ggpht.com/ytc/AMLnZu-V78k27QO7RN23CK2A00mj3erQ3lXlBG_GEg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgwemxuTyeeKU6HQAWl4AaABAg,Este no es un discurso más es la verdad de lo que es México.. Así de honrado es nuestro país al escuchar palabras sabias Felicidades  Senador German Martínez.,hace 1 día,Arisbeth Rodríguez,UCTj1v7Q9a5BVWV3fIsvO1Pg,3,https://yt3.ggpht.com/ytc/AMLnZu8I1Hkx_D2hRLWcJE9eoWDNUDCyPxye_CBYkGviyd5nvSldoEVaBiUSdo0s5wBq=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgxdAUDLxUugb67NoEB4AaABAg,"De acuerdo mi estimado senador Germán, que buena deliberación. Muy clara y oportuna! Viva la divergencia de ideas!!",hace 1 día,Ernesto González Rubio,UCEB-RPSewfol3glFOX7Reww,0,https://yt3.ggpht.com/ytc/AMLnZu9D4extR6o6a4lqiOCmGA1XhG1j9IeFefOTaxJ-_A=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgyBHLi9hOazGKvRWkl4AaABAg,"Mis respetos para el gran señor German Martinez, valiente y hermoso discurso, ojalá haya muchos como él 🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽🇲🇽",hace 1 día,Dora Flores,UC20CfYfWTb0nKl06FuWEviw,140,https://yt3.ggpht.com/ytc/AMLnZu8P7Rlqrqc3yW_bqUbwVVIQ4-cxzY5gROeYxg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgwuGi8Rl5Ap7_xsEBh4AaABAg,"Tómala  Generalito ,,!",hace 1 día,Jaime Lupercio,UCtqAPLSV4LpmyZXu6u-eIkQ,4,https://yt3.ggpht.com/ytc/AMLnZu99QHXg3AVBu_ich7j00yqsRW5ZTBPs6BSxKsjBJg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
Ugxt2sAh88jSW1Uyurd4AaABAg,Wow!! Que Dios lo cuide y lo proteja !!! 🙏🏻 amén .,hace 1 día,Marcela Salcedo,UCggqkZL71HrhVX7ryllxo3w,29,https://yt3.ggpht.com/ytc/AMLnZu-gx_ptKFXBkvYo6rdl0RMx1622dTb29-oIWQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgyxRaytcucJ67teI-B4AaABAg,"Senador  German Martínez, mis respetos y admiración, bravo , bien equilibrados testosterona y cerebro, inteligente , certero, con coraje describes cual mejor TAC  la triste situación que se vive en nuestro querido MEXICO.",hace 1 día,Hugo Lozano,UCaZ5Oz_KAx1yo-7NL_zMEyA,6,https://yt3.ggpht.com/ytc/AMLnZu8mxdY_rgQSiiuytZSwQxTa7vt5E9SzOpof6g=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgyJY6vxhrv1fKtzFo14AaABAg,Excelente.,hace 1 día,Blanca Esthela Garcia,UCaygBjIIfoEp5NimrINeQug,7,https://yt3.ggpht.com/ytc/AMLnZu-tdTwAKy9bMmfwVtfz7NUFXFSIAAyAzDO5OA=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
Ugx8EEu3Yk_ZKzszfJx4AaABAg,"Para empezar el Sr.sandoval super super maleducado Irrespetuoso porque no le está poniendo atención al Senador Germán Martinez porque no le combine, todo mi respeto para el Senador Martinez",hace 1 día,Cecilia Alcantara,UCJ0Fbadw7BkG9J7Q8wYwwxA,0,https://yt3.ggpht.com/ytc/AMLnZu-KerzDvV6l0wbMDJ7B6kN1JPd0Y_rWO_4RywqwNNx0yBkwovqSz0kio6p6hKlA=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgzCUY3XTiiCubfDP414AaABAg,Tenia que ser michoacano ese senador 👏👏👏👏👏German Martinez 💪💪💪,hace 1 día,Luis Rivas,UCHhGcwhMGl0hLJM4JJKtaCQ,186,https://yt3.ggpht.com/ytc/AMLnZu8eLcGgctYj66p--PcG1pl_KtWd3u5ZaNMF9g=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgynNscLF_elaAV47QJ4AaABAg,Pobre general INEPTO,hace 1 día,Ivan Flores,UCewOre8wHQ227ywf0i71LaA,0,https://yt3.ggpht.com/ytc/AMLnZu--RRlPDn3UzQZX9FhGll8o75KhcB71lzVlNg=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
Ugzvq1cdLiHhEkn659p4AaABAg,"Éste general también se volvió un lambebotas al igual que el juez Saldivar y muchos que está al servicio del seudopresidente. Todo con dinero se puede. A los militares los pusieron donde hay y de ahí ya no los sacan. No todos los militares son lo mismo. Unos a sufrir y otros a disfrutar y enriquecerse a manos llenas. Total , nadie los investiga. Pero todo saldrá con los guacamayazos. Y Ojalá y salgan los nombres de todos los corruptos y sean castigados.",hace 1 día,Eleno Hernandez Gayosso,UCXKUaSskrxqXFsUqPT0VXZA,0,https://yt3.ggpht.com/ytc/AMLnZu_NqeG8CBywBXJBzsbdNtK9_GcTo0_kTOGsCw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgzKn3C6_LVhA_P1AYR4AaABAg,Muchas gracias senador German y los felicito por defendernos Dios los bendiga,hace 1 día,Magdalena Lazaro,UCWu5-QpPCH6YhcLLRMEULow,4,https://yt3.ggpht.com/ytc/AMLnZu92-OFO71rq_rlrbST6oomKt6q5OkoCJo72Yw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
UgwZ3LJiC5yg8ALyg614AaABAg,Mmmmta mañana saldrá el corredor Keniano y rey del cash en su diarrea mañanera a quejarse y defender al genízaro…,hace 1 día,Pedro Briones,UCeWDkyY0YTCflJmYPYHnMFw,0,https://yt3.ggpht.com/ytc/AMLnZu8I2ilSAHmK72mGWTWCATsSzHUdxsH-fnpykA=s176-c-k-c0x00ffffff-no-rj,false,false,1666303299,1
Ugxt2sAh88jSW1Uyurd4AaABAg.9hO7IgdBz3n9hO7Y8YAp21,De que se tiene que cuidar si a ellos ya los cuidan para que hablen así.,hace 1 día,gloria quiroga,UCx7VHS6vTUesWpj0XZ_-53g,0,https://yt3.ggpht.com/ytc/AMLnZu8kgjXssI8lhoGkJNFHUDWmB4cv9lu9KXzTqA=s176-c-k-c0x00ffffff-no-rj,false,true,1666303299,1
UgzCUY3XTiiCubfDP414AaABAg.9hO7Fh8UBFA9hOFyncCEF2,"Tenía que ser mexicano, mejor dicho.",hace 1 día,Sal,UCPEk81eMeZU9MoEoFV-Ob0g,17,https://yt3.ggpht.com/ytc/AMLnZu84tqqiBX7Q1d1xtL28whry9hUd8ffYaJCRmy1q=s176-c-k-c0x00ffffff-no-rj,false,true,1666303299,1
UgzCUY3XTiiCubfDP414AaABAg.9hO7Fh8UBFA9hOak9Dc30T,Bravo Bravo mi senador Germán 👏👏👏👏👏,hace 1 día,Elizabeth Torres,UCJj6NM21dtRHaBYmobYiRGg,9,https://yt3.ggpht.com/ytc/AMLnZu9pZ0bzG8ZMnYu-AVUkm7sfJDMjObvtsYcu0xiGxJU=s176-c-k-c0x00ffffff-no-rj,false,true,1666303299,1
UgzCUY3XTiiCubfDP414AaABAg.9hO7Fh8UBFA9hPUUREvvH_,No sé de dónde es pero en verdad se lo aplaudo mucho,hace 1 día,Bety Negrete,UCR_evWfHWIdEQ_LTJS5ST5g,10,https://yt3.ggpht.com/ytc/AMLnZu9K4ZAIdTpY7BNVL2ZP2I8-_k8DGkF_6RXtYg=s176-c-k-c0x00ffffff-no-rj,false,true,1666303299,1
Ugyn9fEFDTJFxhRiRbt4AaABAg,BRAVO !!!! pOR EL VALIENTE SENADOR,hace 1 día,Alma Maldonado,UCWxNUqaR1bhdgMhs-ntDcRg,0,https://yt3.ggpht.com/ytc/AMLnZu-tKRK9QyezzYtB5g4_gXxKsUErR6F5iOHM6aXR=s176-c-k-c0x00ffffff-no-rj,false,false,1666303300,1
UgxFSZLd3HXTiiFIc6B4AaABAg,"German Martinez,Lela Téllez,Xochil Galvez y Kenia Rabiadan,son buenos para gritar,ladrar
criticar,agredir pero son unos huevones,no hacen nada,no resuelven nada,no saben debatir lleva 4 años sin dar ningún informe de trabajo pero eso sí son bueno para gritar,ni siquiera saben improvisar lo que hablan todo se los escriben TV AZTECA y Televisa,el pueblo quiere que se pongan a trabajar y no gritar pendejadas.",hace 1 día,Pablo Urieta,UCOeQhrXrH_gCf84pJmmOYZA,0,https://yt3.ggpht.com/ytc/AMLnZu_DHiM-Y2CdwI9REriJOeZaU93wAgl3uPUrWw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303300,1
UgwIXgQfnO_GHY9XBCF4AaABAg,"Qué cague le pusieron al payaso ése, mis respetos a don Germán",hace 1 día,Roberto A Fernández R,UCAEJ-3Y6a2gHy53wO2tbJuQ,0,https://yt3.ggpht.com/ytc/AMLnZu9n_6V-2N1P_sx3ESwpvvSqt1OErUBE8Igc7R76GA=s176-c-k-c0x00ffffff-no-rj,false,false,1666303300,1
UgweztudgQFi8A6z22R4AaABAg,"Magistral intervención Senador Germán Martínez, FELICIDADES.",hace 1 día,Ktalina Reynoso,UC0CIuBULbqnnaFPjtitjA5g,1,https://yt3.ggpht.com/ytc/AMLnZu_M1mSGxXioizSRneqXQq02ZZa_104JmL1swvrVFbB7QtxMk0AyGtjRXjlqKys_=s176-c-k-c0x00ffffff-no-rj,false,false,1666303300,1
UgxsZOEBEyzFdx6w_LV4AaABAg,Por algo dicen que la función del ejército debe ser perseguir a los delincuentes que tienen secuestrado al gobierno no defenderlos ni dar la vida por ellos solo porque ellos pagan sus nóminas (eso solo los convierte en complices de la delincuencia) ..... decir que son pueblo uniformado no los hace pueblo pues muchos salió que operan para esas mafias dentro del gobierno .....,hace 1 día,Kof Kof,UCpmGIPRW5hdiJCGlbwOI5yA,0,https://yt3.ggpht.com/ytc/AMLnZu8MZX2ieLHpctvNTOuxaE5hPrMyKHn7lRfYCA=s176-c-k-c0x00ffffff-no-rj,false,false,1666303300,1
UgzYmy8YGu_VhOrmNh94AaABAg,👏🏻👏🏻👏🏻👏🏻,hace 1 día,Ivonne Mireya Martínez Canseco,UCMkCOeBLmdcg3AF4BCi_J8g,11,https://yt3.ggpht.com/ytc/AMLnZu-HRby1EOFqHOQY2WY22CKTOJSPA2UKDTy-Aw=s176-c-k-c0x00ffffff-no-rj,false,false,1666303300,1
Ugyp4LwVjtUQvZvNyv94AaABAg,",👏👏👏👏👏👏👏👏👏👏",hace 1 día,votavota,UCvwpvcxyv95gIGPNIQYDsJA,10,https://yt3.ggpht.com/ytc/AMLnZu8hW4aVGxGCown-upVQadAuux9UQVp7026law=s176-c-k-c0x00ffffff-no-rj,false,false,1666303300,1
Ugz39kTSojwFNSCUYwh4AaABAg,"Esos son HUEVOS.... VIVA MÉXICO!!!!!!
Y vamos a luchar con todo para recuperar nuestra Linda PATRIA
HAGAMOS UN LLAMADO A TODOS LOS MEXICANOS QUE QUIEREN RECUPERAR EL PAÍS
PROTESTEMOS Y NO DEJEMOS QUE UN TIPEJO SIGA ACABANDO CON NUETRO PAÍS",hace 1 día,Jose C. Martínez Espinosa,UCgivTHhSK35d_RCFFzcF59g,83,https://yt3.ggpht.com/ytc/AMLnZu-N7QB0NmAEedEIOlwggfDqz8zAL5vAco_iLlhmOQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303300,1
UgyD89_n_3Ko4K3t5rp4AaABAg,asi se habla Germán martinez''gracias por defender a México de los corruptos de morena,hace 1 día,luis Castellanos,UCxaaamtY6s7395QVQTESEKA,0,https://yt3.ggpht.com/ytc/AMLnZu-rLN7PvMNeYLQMwpODDzU5Z-SdFkmFl6EeVQ=s176-c-k-c0x00ffffff-no-rj,false,false,1666303300,1
